x, y, z, t, confidence
924.0, 356.0, 29.0, 0.0, 23.2228
639.0, 711.0, 18.0, 0.0, 23.2302
339.0, 826.0, 22.0, 0.0, 23.2323
690.0, 331.0, 23.0, 0.0, 23.2593
817.0, 874.0, 24.0, 0.0, 23.2636
357.0, 440.0, 21.0, 0.0, 23.2958
179.0, 719.0, 18.0, 0.0, 23.3378
291.0, 103.0, 25.0, 0.0, 23.4592
409.0, 596.0, 12.0, 0.0, 23.5077
250.0, 183.0, 29.0, 0.0, 23.5109
531.0, 318.0, 29.0, 0.0, 23.5164
693.0, 600.0, 17.0, 0.0, 23.639
1055.0, 373.0, 18.0, 0.0, 23.6989
610.0, 876.0, 29.0, 0.0, 23.7888
586.0, 42.0, 29.0, 0.0, 23.8252
731.0, 591.0, 29.0, 0.0, 23.8935
348.0, 672.0, 14.0, 0.0, 23.8953
442.0, 0.0, 0.0, 0.0, 23.9301
425.0, 191.0, 29.0, 0.0, 23.9374
142.0, 783.0, 14.0, 0.0, 23.9461
376.0, 719.0, 10.0, 0.0, 23.9728
790.0, 23.0, 7.0, 0.0, 24.0096
566.0, 387.0, 20.0, 0.0, 24.0242
0.0, 491.0, 0.0, 0.0, 24.0338
590.0, 471.0, 16.0, 0.0, 24.0575
446.0, 875.0, 21.0, 0.0, 24.1118
675.0, 803.0, 14.0, 0.0, 24.1426
646.0, 704.0, 25.0, 0.0, 24.147
1055.0, 505.0, 20.0, 0.0, 24.1569
1055.0, 488.0, 11.0, 0.0, 24.2151
277.0, 845.0, 19.0, 0.0, 24.2474
458.0, 88.0, 17.0, 0.0, 24.3327
813.0, 1055.0, 0.0, 0.0, 24.3664
873.0, 133.0, 29.0, 0.0, 24.3671
606.0, 723.0, 7.0, 0.0, 24.3964
26.0, 840.0, 0.0, 0.0, 24.4174
483.0, 1012.0, 25.0, 0.0, 24.4334
695.0, 559.0, 18.0, 0.0, 24.5183
674.0, 901.0, 11.0, 0.0, 24.541
620.0, 782.0, 17.0, 0.0, 24.5475
604.0, 469.0, 6.0, 0.0, 24.6406
979.0, 317.0, 23.0, 0.0, 24.6871
703.0, 709.0, 29.0, 0.0, 24.7331
717.0, 328.0, 17.0, 0.0, 24.736
230.0, 906.0, 4.0, 0.0, 24.7556
741.0, 71.0, 21.0, 0.0, 24.7807
311.0, 623.0, 15.0, 0.0, 24.7918
185.0, 361.0, 24.0, 0.0, 24.796
1003.0, 620.0, 29.0, 0.0, 24.797
472.0, 506.0, 14.0, 0.0, 24.8843
1054.0, 839.0, 24.0, 0.0, 24.9027
708.0, 420.0, 20.0, 0.0, 24.9081
484.0, 791.0, 11.0, 0.0, 24.9246
942.0, 357.0, 24.0, 0.0, 24.9298
316.0, 449.0, 12.0, 0.0, 24.9652
485.0, 734.0, 14.0, 0.0, 25.0146
1054.0, 23.0, 6.0, 0.0, 25.0171
681.0, 769.0, 25.0, 0.0, 25.0397
812.0, 537.0, 25.0, 0.0, 25.2312
685.0, 932.0, 20.0, 0.0, 25.2402
879.0, 337.0, 23.0, 0.0, 25.242
1001.0, 822.0, 14.0, 0.0, 25.3028
629.0, 954.0, 29.0, 0.0, 25.3262
799.0, 317.0, 29.0, 0.0, 25.457
842.0, 440.0, 29.0, 0.0, 25.4773
466.0, 757.0, 17.0, 0.0, 25.4845
289.0, 788.0, 18.0, 0.0, 25.4965
357.0, 581.0, 13.0, 0.0, 25.6545
541.0, 781.0, 10.0, 0.0, 25.6663
571.0, 1016.0, 29.0, 0.0, 25.6691
493.0, 360.0, 22.0, 0.0, 25.6926
587.0, 1054.0, 15.0, 0.0, 25.6966
960.0, 895.0, 18.0, 0.0, 25.7203
705.0, 712.0, 16.0, 0.0, 25.771
462.0, 361.0, 19.0, 0.0, 25.857
870.0, 493.0, 29.0, 0.0, 25.8894
929.0, 911.0, 13.0, 0.0, 25.8935
458.0, 315.0, 22.0, 0.0, 25.8972
141.0, 806.0, 7.0, 0.0, 25.9
281.0, 370.0, 20.0, 0.0, 25.9108
351.0, 453.0, 10.0, 0.0, 25.9266
423.0, 234.0, 29.0, 0.0, 26.179
605.0, 211.0, 29.0, 0.0, 26.2079
302.0, 185.0, 29.0, 0.0, 26.2198
898.0, 511.0, 22.0, 0.0, 26.2206
523.0, 1054.0, 20.0, 0.0, 26.2372
773.0, 491.0, 22.0, 0.0, 26.3232
286.0, 696.0, 17.0, 0.0, 26.3609
401.0, 557.0, 12.0, 0.0, 26.3817
364.0, 449.0, 14.0, 0.0, 26.5151
788.0, 700.0, 24.0, 0.0, 26.5753
551.0, 97.0, 23.0, 0.0, 26.5968
611.0, 393.0, 20.0, 0.0, 26.7002
778.0, 642.0, 29.0, 0.0, 26.7134
858.0, 188.0, 29.0, 0.0, 26.7612
367.0, 642.0, 14.0, 0.0, 26.8242
727.0, 674.0, 15.0, 0.0, 26.8478
1037.0, 660.0, 29.0, 0.0, 26.9985
802.0, 604.0, 29.0, 0.0, 27.0124
879.0, 435.0, 24.0, 0.0, 27.1195
603.0, 990.0, 24.0, 0.0, 27.1993
336.0, 481.0, 16.0, 0.0, 27.2026
217.0, 681.0, 18.0, 0.0, 27.2142
592.0, 817.0, 19.0, 0.0, 27.2778
1054.0, 1055.0, 25.0, 0.0, 27.3123
734.0, 587.0, 14.0, 0.0, 27.4252
385.0, 371.0, 25.0, 0.0, 27.4471
758.0, 706.0, 24.0, 0.0, 27.4834
1054.0, 959.0, 11.0, 0.0, 27.5109
681.0, 149.0, 23.0, 0.0, 27.5975
254.0, 231.0, 26.0, 0.0, 27.6143
238.0, 202.0, 18.0, 0.0, 27.6806
749.0, 74.0, 16.0, 0.0, 27.7206
229.0, 905.0, 29.0, 0.0, 27.7941
753.0, 644.0, 15.0, 0.0, 27.953
626.0, 991.0, 22.0, 0.0, 27.9911
680.0, 184.0, 27.0, 0.0, 28.0012
275.0, 633.0, 21.0, 0.0, 28.0093
405.0, 264.0, 24.0, 0.0, 28.07
749.0, 741.0, 19.0, 0.0, 28.2169
730.0, 192.0, 24.0, 0.0, 28.427
222.0, 55.0, 26.0, 0.0, 28.4466
584.0, 909.0, 25.0, 0.0, 28.4599
746.0, 563.0, 8.0, 0.0, 28.5478
683.0, 222.0, 22.0, 0.0, 28.5509
793.0, 532.0, 16.0, 0.0, 28.7023
586.0, 888.0, 19.0, 0.0, 28.7366
452.0, 336.0, 15.0, 0.0, 28.7742
794.0, 565.0, 22.0, 0.0, 28.9044
256.0, 979.0, 19.0, 0.0, 28.962
0.0, 765.0, 1.0, 0.0, 29.0525
612.0, 588.0, 4.0, 0.0, 29.0767
730.0, 433.0, 16.0, 0.0, 29.0942
746.0, 361.0, 18.0, 0.0, 29.1143
300.0, 939.0, 21.0, 0.0, 29.2363
158.0, 312.0, 17.0, 0.0, 29.2692
834.0, 276.0, 22.0, 0.0, 29.3095
559.0, 291.0, 12.0, 0.0, 29.4867
417.0, 682.0, 29.0, 0.0, 29.4879
896.0, 969.0, 29.0, 0.0, 29.4916
74.0, 245.0, 0.0, 0.0, 29.5491
463.0, 81.0, 9.0, 0.0, 29.8034
411.0, 634.0, 17.0, 0.0, 29.8489
1036.0, 571.0, 26.0, 0.0, 29.9158
214.0, 666.0, 12.0, 0.0, 29.9388
542.0, 8.0, 16.0, 0.0, 29.9728
788.0, 277.0, 23.0, 0.0, 29.9837
851.0, 633.0, 13.0, 0.0, 30.0304
75.0, 912.0, 5.0, 0.0, 30.1122
793.0, 641.0, 24.0, 0.0, 30.1351
221.0, 899.0, 23.0, 0.0, 30.1534
194.0, 132.0, 29.0, 0.0, 30.244
43.0, 730.0, 0.0, 0.0, 30.2911
275.0, 78.0, 29.0, 0.0, 30.6508
842.0, 513.0, 20.0, 0.0, 30.7488
764.0, 512.0, 9.0, 0.0, 30.7628
910.0, 878.0, 17.0, 0.0, 30.8076
724.0, 173.0, 19.0, 0.0, 30.8142
637.0, 170.0, 22.0, 0.0, 30.8329
1030.0, 603.0, 11.0, 0.0, 30.8531
524.0, 482.0, 15.0, 0.0, 30.8691
101.0, 582.0, 3.0, 0.0, 30.8706
225.0, 895.0, 17.0, 0.0, 30.9974
26.0, 244.0, 0.0, 0.0, 31.1344
478.0, 420.0, 6.0, 0.0, 31.1755
706.0, 603.0, 7.0, 0.0, 31.2467
411.0, 496.0, 22.0, 0.0, 31.2712
719.0, 393.0, 29.0, 0.0, 31.3703
204.0, 166.0, 21.0, 0.0, 31.3848
512.0, 1010.0, 29.0, 0.0, 31.3857
685.0, 830.0, 15.0, 0.0, 31.467
868.0, 877.0, 9.0, 0.0, 31.5047
736.0, 619.0, 8.0, 0.0, 31.5546
260.0, 866.0, 4.0, 0.0, 31.5652
660.0, 623.0, 18.0, 0.0, 31.5785
167.0, 395.0, 21.0, 0.0, 31.6086
1024.0, 313.0, 29.0, 0.0, 31.6631
730.0, 336.0, 11.0, 0.0, 31.6746
511.0, 533.0, 14.0, 0.0, 31.6923
750.0, 23.0, 23.0, 0.0, 31.7096
1019.0, 564.0, 9.0, 0.0, 31.7128
473.0, 650.0, 16.0, 0.0, 31.728
649.0, 725.0, 8.0, 0.0, 31.7388
841.0, 597.0, 19.0, 0.0, 31.7625
29.0, 576.0, 0.0, 0.0, 31.7889
439.0, 42.0, 5.0, 0.0, 31.9846
1002.0, 835.0, 20.0, 0.0, 32.0124
597.0, 755.0, 16.0, 0.0, 32.0279
273.0, 651.0, 15.0, 0.0, 32.0449
200.0, 854.0, 26.0, 0.0, 32.1308
952.0, 493.0, 29.0, 0.0, 32.1391
771.0, 195.0, 29.0, 0.0, 32.1786
74.0, 692.0, 3.0, 0.0, 32.1892
682.0, 574.0, 6.0, 0.0, 32.2175
276.0, 133.0, 29.0, 0.0, 32.2377
141.0, 843.0, 21.0, 0.0, 32.2997
260.0, 761.0, 16.0, 0.0, 32.3493
1037.0, 372.0, 17.0, 0.0, 32.3555
700.0, 642.0, 23.0, 0.0, 32.3965
586.0, 763.0, 9.0, 0.0, 32.4145
463.0, 983.0, 29.0, 0.0, 32.4623
0.0, 337.0, 0.0, 0.0, 32.4651
434.0, 696.0, 19.0, 0.0, 32.4752
390.0, 468.0, 18.0, 0.0, 32.4827
769.0, 838.0, 19.0, 0.0, 32.4973
262.0, 838.0, 10.0, 0.0, 32.5844
778.0, 695.0, 11.0, 0.0, 32.5902
437.0, 778.0, 12.0, 0.0, 32.6478
835.0, 919.0, 14.0, 0.0, 32.6905
753.0, 412.0, 23.0, 0.0, 32.7081
792.0, 435.0, 29.0, 0.0, 32.7273
811.0, 966.0, 18.0, 0.0, 32.7437
460.0, 819.0, 14.0, 0.0, 32.7561
205.0, 864.0, 5.0, 0.0, 32.7844
1004.0, 387.0, 29.0, 0.0, 32.7925
509.0, 387.0, 8.0, 0.0, 32.8015
629.0, 367.0, 23.0, 0.0, 32.8251
71.0, 830.0, 4.0, 0.0, 32.8538
128.0, 545.0, 0.0, 0.0, 32.8856
401.0, 485.0, 7.0, 0.0, 32.8999
641.0, 833.0, 14.0, 0.0, 32.9158
760.0, 928.0, 15.0, 0.0, 33.0223
207.0, 241.0, 9.0, 0.0, 33.0639
578.0, 16.0, 23.0, 0.0, 33.077
583.0, 783.0, 22.0, 0.0, 33.0944
749.0, 373.0, 24.0, 0.0, 33.1504
236.0, 552.0, 13.0, 0.0, 33.1922
495.0, 979.0, 20.0, 0.0, 33.1965
610.0, 398.0, 14.0, 0.0, 33.2165
782.0, 417.0, 19.0, 0.0, 33.228
600.0, 434.0, 13.0, 0.0, 33.2673
108.0, 780.0, 3.0, 0.0, 33.302
398.0, 682.0, 21.0, 0.0, 33.3052
966.0, 980.0, 13.0, 0.0, 33.342
329.0, 587.0, 19.0, 0.0, 33.3562
515.0, 749.0, 27.0, 0.0, 33.3572
316.0, 618.0, 26.0, 0.0, 33.4426
222.0, 318.0, 21.0, 0.0, 33.6341
707.0, 647.0, 20.0, 0.0, 33.6448
902.0, 223.0, 29.0, 0.0, 33.702
439.0, 406.0, 21.0, 0.0, 33.7612
502.0, 1016.0, 21.0, 0.0, 33.7635
1033.0, 529.0, 29.0, 0.0, 33.8381
521.0, 937.0, 17.0, 0.0, 33.8911
716.0, 684.0, 21.0, 0.0, 33.8986
820.0, 154.0, 29.0, 0.0, 33.911
862.0, 363.0, 21.0, 0.0, 33.941
939.0, 928.0, 21.0, 0.0, 33.9835
939.0, 1010.0, 13.0, 0.0, 34.0558
813.0, 16.0, 13.0, 0.0, 34.1445
856.0, 400.0, 21.0, 0.0, 34.2938
928.0, 433.0, 24.0, 0.0, 34.3578
857.0, 932.0, 21.0, 0.0, 34.3611
812.0, 381.0, 23.0, 0.0, 34.3801
566.0, 748.0, 19.0, 0.0, 34.4403
194.0, 910.0, 0.0, 0.0, 34.4441
916.0, 985.0, 13.0, 0.0, 34.5069
701.0, 858.0, 24.0, 0.0, 34.5159
597.0, 836.0, 14.0, 0.0, 34.5588
378.0, 266.0, 29.0, 0.0, 34.6057
1022.0, 470.0, 22.0, 0.0, 34.6488
617.0, 1028.0, 24.0, 0.0, 34.6596
552.0, 1055.0, 25.0, 0.0, 34.7068
717.0, 737.0, 24.0, 0.0, 34.7963
295.0, 604.0, 10.0, 0.0, 34.8362
535.0, 238.0, 17.0, 0.0, 34.8881
706.0, 935.0, 16.0, 0.0, 34.8913
360.0, 530.0, 14.0, 0.0, 34.928
464.0, 195.0, 24.0, 0.0, 34.962
810.0, 672.0, 25.0, 0.0, 34.9886
536.0, 902.0, 16.0, 0.0, 34.9936
216.0, 149.0, 17.0, 0.0, 35.1884
728.0, 394.0, 16.0, 0.0, 35.1892
468.0, 725.0, 20.0, 0.0, 35.2598
651.0, 388.0, 16.0, 0.0, 35.2808
895.0, 691.0, 19.0, 0.0, 35.3561
792.0, 803.0, 21.0, 0.0, 35.3659
388.0, 222.0, 23.0, 0.0, 35.3876
300.0, 518.0, 11.0, 0.0, 35.4106
173.0, 837.0, 5.0, 0.0, 35.4179
718.0, 909.0, 13.0, 0.0, 35.5262
498.0, 345.0, 9.0, 0.0, 35.7391
692.0, 280.0, 26.0, 0.0, 35.7519
657.0, 958.0, 21.0, 0.0, 35.821
1036.0, 504.0, 20.0, 0.0, 35.9086
809.0, 260.0, 26.0, 0.0, 35.9464
654.0, 755.0, 17.0, 0.0, 35.9529
791.0, 598.0, 16.0, 0.0, 35.9541
940.0, 1055.0, 5.0, 0.0, 35.9932
564.0, 1000.0, 14.0, 0.0, 36.029
869.0, 682.0, 26.0, 0.0, 36.0864
601.0, 977.0, 11.0, 0.0, 36.0907
662.0, 319.0, 17.0, 0.0, 36.25
811.0, 772.0, 18.0, 0.0, 36.3819
770.0, 775.0, 17.0, 0.0, 36.4243
913.0, 701.0, 23.0, 0.0, 36.5107
535.0, 291.0, 19.0, 0.0, 36.5282
793.0, 742.0, 21.0, 0.0, 36.7298
740.0, 883.0, 16.0, 0.0, 36.952
628.0, 1055.0, 19.0, 0.0, 37.1106
708.0, 794.0, 16.0, 0.0, 37.1908
513.0, 665.0, 4.0, 0.0, 37.4605
770.0, 276.0, 16.0, 0.0, 37.4836
40.0, 657.0, 0.0, 0.0, 37.7252
813.0, 442.0, 22.0, 0.0, 37.8556
823.0, 565.0, 18.0, 0.0, 38.0146
1023.0, 888.0, 24.0, 0.0, 38.0485
688.0, 269.0, 22.0, 0.0, 38.0956
438.0, 271.0, 21.0, 0.0, 38.145
239.0, 800.0, 14.0, 0.0, 38.3016
489.0, 695.0, 5.0, 0.0, 38.4201
987.0, 1009.0, 16.0, 0.0, 38.5665
162.0, 228.0, 17.0, 0.0, 38.7068
653.0, 470.0, 6.0, 0.0, 38.8447
195.0, 196.0, 13.0, 0.0, 38.9936
174.0, 536.0, 0.0, 0.0, 38.9965
417.0, 47.0, 10.0, 0.0, 39.0455
457.0, 756.0, 9.0, 0.0, 39.1284
952.0, 974.0, 24.0, 0.0, 39.259
872.0, 629.0, 22.0, 0.0, 39.6119
173.0, 566.0, 16.0, 0.0, 39.7141
705.0, 70.0, 0.0, 0.0, 39.7928
177.0, 762.0, 12.0, 0.0, 39.856
78.0, 629.0, 0.0, 0.0, 40.0533
235.0, 267.0, 12.0, 0.0, 40.1123
888.0, 896.0, 17.0, 0.0, 40.1444
153.0, 396.0, 3.0, 0.0, 40.1628
0.0, 380.0, 0.0, 0.0, 40.1708
681.0, 37.0, 25.0, 0.0, 40.2177
696.0, 726.0, 10.0, 0.0, 40.2392
771.0, 436.0, 11.0, 0.0, 40.3559
463.0, 393.0, 6.0, 0.0, 40.3649
30.0, 213.0, 0.0, 0.0, 40.4298
987.0, 938.0, 20.0, 0.0, 40.4322
408.0, 535.0, 6.0, 0.0, 40.5189
572.0, 984.0, 19.0, 0.0, 40.6104
1054.0, 618.0, 24.0, 0.0, 40.685
438.0, 33.0, 13.0, 0.0, 40.7896
950.0, 845.0, 16.0, 0.0, 40.8066
979.0, 648.0, 29.0, 0.0, 40.8233
567.0, 452.0, 6.0, 0.0, 40.8475
631.0, 808.0, 12.0, 0.0, 40.8629
331.0, 729.0, 11.0, 0.0, 40.8829
542.0, 336.0, 15.0, 0.0, 40.9281
789.0, 1002.0, 16.0, 0.0, 40.9707
690.0, 693.0, 9.0, 0.0, 41.1491
654.0, 335.0, 11.0, 0.0, 41.2106
733.0, 474.0, 9.0, 0.0, 41.2187
927.0, 1008.0, 26.0, 0.0, 41.2757
235.0, 357.0, 19.0, 0.0, 41.2845
617.0, 106.0, 22.0, 0.0, 41.3106
431.0, 769.0, 16.0, 0.0, 41.3893
264.0, 436.0, 17.0, 0.0, 41.4161
691.0, 771.0, 12.0, 0.0, 41.6132
230.0, 238.0, 18.0, 0.0, 41.6154
329.0, 170.0, 25.0, 0.0, 41.6284
746.0, 613.0, 19.0, 0.0, 41.6477
841.0, 1000.0, 10.0, 0.0, 41.7168
1022.0, 391.0, 11.0, 0.0, 41.7992
457.0, 344.0, 8.0, 0.0, 41.8953
386.0, 845.0, 21.0, 0.0, 41.8957
938.0, 552.0, 24.0, 0.0, 41.9501
127.0, 421.0, 0.0, 0.0, 41.9754
513.0, 752.0, 20.0, 0.0, 42.2805
673.0, 295.0, 17.0, 0.0, 42.2928
684.0, 417.0, 14.0, 0.0, 42.2955
507.0, 293.0, 13.0, 0.0, 42.3267
458.0, 303.0, 11.0, 0.0, 42.3865
728.0, 423.0, 10.0, 0.0, 42.4354
505.0, 371.0, 14.0, 0.0, 42.5213
530.0, 414.0, 12.0, 0.0, 42.5304
797.0, 516.0, 10.0, 0.0, 42.5311
418.0, 326.0, 10.0, 0.0, 42.5653
785.0, 45.0, 12.0, 0.0, 42.6124
336.0, 629.0, 9.0, 0.0, 42.6269
35.0, 692.0, 0.0, 0.0, 42.6467
893.0, 184.0, 29.0, 0.0, 42.663
1010.0, 352.0, 15.0, 0.0, 42.6644
821.0, 977.0, 10.0, 0.0, 42.6773
343.0, 541.0, 9.0, 0.0, 42.6827
263.0, 163.0, 15.0, 0.0, 42.8653
378.0, 503.0, 13.0, 0.0, 42.9466
531.0, 424.0, 7.0, 0.0, 43.0321
214.0, 283.0, 17.0, 0.0, 43.0598
224.0, 729.0, 15.0, 0.0, 43.1562
625.0, 904.0, 11.0, 0.0, 43.1801
749.0, 539.0, 20.0, 0.0, 43.2157
797.0, 467.0, 18.0, 0.0, 43.2225
652.0, 887.0, 22.0, 0.0, 43.4013
843.0, 266.0, 16.0, 0.0, 43.4607
949.0, 874.0, 11.0, 0.0, 43.466
1032.0, 542.0, 19.0, 0.0, 43.4704
622.0, 295.0, 12.0, 0.0, 43.4729
737.0, 480.0, 15.0, 0.0, 43.5563
550.0, 822.0, 13.0, 0.0, 43.5873
539.0, 362.0, 8.0, 0.0, 43.5897
761.0, 661.0, 21.0, 0.0, 43.6324
697.0, 364.0, 16.0, 0.0, 43.7869
1010.0, 497.0, 14.0, 0.0, 43.8338
674.0, 971.0, 15.0, 0.0, 43.8588
633.0, 17.0, 20.0, 0.0, 43.8741
877.0, 209.0, 21.0, 0.0, 43.9233
659.0, 273.0, 12.0, 0.0, 43.9248
505.0, 292.0, 18.0, 0.0, 43.9827
507.0, 834.0, 15.0, 0.0, 44.0495
407.0, 330.0, 22.0, 0.0, 44.087
958.0, 604.0, 25.0, 0.0, 44.2098
631.0, 0.0, 29.0, 0.0, 44.2889
880.0, 650.0, 24.0, 0.0, 44.3089
369.0, 512.0, 8.0, 0.0, 44.4022
833.0, 215.0, 21.0, 0.0, 44.4262
496.0, 331.0, 16.0, 0.0, 44.5737
261.0, 720.0, 19.0, 0.0, 44.6283
712.0, 904.0, 18.0, 0.0, 44.6803
769.0, 1035.0, 14.0, 0.0, 44.6834
893.0, 613.0, 29.0, 0.0, 44.7028
901.0, 540.0, 21.0, 0.0, 44.9094
178.0, 836.0, 0.0, 0.0, 45.0863
681.0, 103.0, 12.0, 0.0, 45.1606
439.0, 442.0, 5.0, 0.0, 45.4139
850.0, 659.0, 20.0, 0.0, 45.425
786.0, 558.0, 10.0, 0.0, 45.4305
670.0, 448.0, 7.0, 0.0, 45.4385
551.0, 1014.0, 22.0, 0.0, 45.481
425.0, 246.0, 17.0, 0.0, 45.7549
708.0, 766.0, 19.0, 0.0, 45.779
657.0, 895.0, 17.0, 0.0, 45.8215
308.0, 336.0, 19.0, 0.0, 45.9289
1053.0, 540.0, 12.0, 0.0, 45.9559
836.0, 606.0, 12.0, 0.0, 46.0024
877.0, 306.0, 22.0, 0.0, 46.0378
1027.0, 90.0, 5.0, 0.0, 46.1384
532.0, 975.0, 22.0, 0.0, 46.1632
980.0, 477.0, 19.0, 0.0, 46.1745
585.0, 1029.0, 20.0, 0.0, 46.1937
780.0, 744.0, 14.0, 0.0, 46.3997
720.0, 185.0, 12.0, 0.0, 46.4376
607.0, 953.0, 16.0, 0.0, 46.7489
211.0, 106.0, 15.0, 0.0, 46.8937
735.0, 764.0, 13.0, 0.0, 46.9634
1026.0, 35.0, 7.0, 0.0, 46.9985
597.0, 261.0, 14.0, 0.0, 47.0827
1055.0, 913.0, 8.0, 0.0, 47.2966
94.0, 858.0, 0.0, 0.0, 47.3189
955.0, 862.0, 21.0, 0.0, 47.3344
660.0, 448.0, 16.0, 0.0, 47.4212
811.0, 508.0, 18.0, 0.0, 47.4859
181.0, 856.0, 19.0, 0.0, 47.742
827.0, 1055.0, 21.0, 0.0, 47.8878
799.0, 308.0, 20.0, 0.0, 47.9226
446.0, 454.0, 17.0, 0.0, 48.0088
607.0, 0.0, 6.0, 0.0, 48.1404
52.0, 297.0, 1.0, 0.0, 48.1747
532.0, 265.0, 15.0, 0.0, 48.1877
1027.0, 1005.0, 25.0, 0.0, 48.2264
334.0, 490.0, 9.0, 0.0, 48.3497
783.0, 373.0, 15.0, 0.0, 48.4069
1027.0, 333.0, 22.0, 0.0, 48.494
79.0, 340.0, 2.0, 0.0, 48.6087
581.0, 195.0, 18.0, 0.0, 48.6293
447.0, 281.0, 13.0, 0.0, 48.6496
185.0, 783.0, 5.0, 0.0, 48.8674
842.0, 104.0, 29.0, 0.0, 49.1174
1009.0, 955.0, 16.0, 0.0, 49.1344
591.0, 153.0, 21.0, 0.0, 49.1554
594.0, 24.0, 15.0, 0.0, 49.1656
712.0, 125.0, 17.0, 0.0, 49.3412
857.0, 431.0, 19.0, 0.0, 49.4274
203.0, 947.0, 0.0, 0.0, 49.6006
547.0, 445.0, 12.0, 0.0, 49.6222
134.0, 623.0, 0.0, 0.0, 49.6386
493.0, 418.0, 17.0, 0.0, 49.8957
101.0, 279.0, 0.0, 0.0, 49.9846
550.0, 788.0, 16.0, 0.0, 50.0227
546.0, 320.0, 10.0, 0.0, 50.0602
693.0, 946.0, 10.0, 0.0, 50.1752
468.0, 16.0, 7.0, 0.0, 50.1994
824.0, 1054.0, 18.0, 0.0, 50.3262
875.0, 559.0, 29.0, 0.0, 50.3626
845.0, 326.0, 18.0, 0.0, 50.3674
610.0, 368.0, 8.0, 0.0, 50.5763
773.0, 247.0, 11.0, 0.0, 50.7705
858.0, 154.0, 21.0, 0.0, 50.8707
852.0, 988.0, 19.0, 0.0, 51.1212
876.0, 962.0, 15.0, 0.0, 51.1832
175.0, 436.0, 0.0, 0.0, 51.2365
738.0, 272.0, 21.0, 0.0, 51.2611
273.0, 582.0, 11.0, 0.0, 51.3001
290.0, 155.0, 19.0, 0.0, 51.469
721.0, 296.0, 11.0, 0.0, 51.5399
940.0, 949.0, 13.0, 0.0, 51.7617
0.0, 876.0, 5.0, 0.0, 51.8642
724.0, 847.0, 16.0, 0.0, 51.8673
487.0, 248.0, 16.0, 0.0, 51.8724
983.0, 502.0, 11.0, 0.0, 51.9516
678.0, 46.0, 21.0, 0.0, 52.0568
928.0, 674.0, 26.0, 0.0, 52.2018
613.0, 875.0, 13.0, 0.0, 52.2489
46.0, 373.0, 0.0, 0.0, 52.4577
545.0, 202.0, 20.0, 0.0, 52.4824
521.0, 863.0, 17.0, 0.0, 52.4833
630.0, 28.0, 12.0, 0.0, 52.5002
889.0, 932.0, 13.0, 0.0, 52.5713
904.0, 590.0, 18.0, 0.0, 52.6053
990.0, 571.0, 25.0, 0.0, 52.6306
718.0, 277.0, 16.0, 0.0, 52.9177
728.0, 39.0, 18.0, 0.0, 53.0629
615.0, 896.0, 17.0, 0.0, 53.0788
733.0, 246.0, 15.0, 0.0, 53.1005
868.0, 658.0, 15.0, 0.0, 53.1556
548.0, 0.0, 0.0, 0.0, 53.2257
500.0, 227.0, 19.0, 0.0, 53.2377
315.0, 229.0, 21.0, 0.0, 53.3299
328.0, 312.0, 18.0, 0.0, 53.5141
608.0, 938.0, 22.0, 0.0, 53.8167
760.0, 316.0, 18.0, 0.0, 53.9075
871.0, 568.0, 24.0, 0.0, 53.9243
1031.0, 845.0, 10.0, 0.0, 54.1747
970.0, 523.0, 23.0, 0.0, 54.7054
1054.0, 946.0, 25.0, 0.0, 54.727
98.0, 383.0, 0.0, 0.0, 54.7892
1054.0, 702.0, 29.0, 0.0, 55.1624
906.0, 953.0, 4.0, 0.0, 55.431
108.0, 310.0, 4.0, 0.0, 55.6757
1015.0, 961.0, 6.0, 0.0, 55.8449
118.0, 468.0, 0.0, 0.0, 56.0166
645.0, 71.0, 11.0, 0.0, 56.0194
637.0, 245.0, 13.0, 0.0, 56.1167
52.0, 416.0, 0.0, 0.0, 56.1392
482.0, 49.0, 18.0, 0.0, 56.2807
764.0, 196.0, 12.0, 0.0, 56.3368
607.0, 62.0, 24.0, 0.0, 56.3622
644.0, 768.0, 10.0, 0.0, 56.3802
897.0, 961.0, 19.0, 0.0, 56.5473
1030.0, 583.0, 18.0, 0.0, 56.8047
1054.0, 120.0, 0.0, 0.0, 57.0352
1027.0, 436.0, 13.0, 0.0, 57.2684
262.0, 120.0, 18.0, 0.0, 57.2848
895.0, 299.0, 29.0, 0.0, 57.7849
394.0, 371.0, 9.0, 0.0, 58.0683
572.0, 917.0, 13.0, 0.0, 58.3073
293.0, 897.0, 7.0, 0.0, 58.3242
598.0, 321.0, 11.0, 0.0, 58.4262
659.0, 102.0, 16.0, 0.0, 58.5212
1011.0, 667.0, 24.0, 0.0, 58.8236
699.0, 392.0, 10.0, 0.0, 58.987
566.0, 236.0, 16.0, 0.0, 59.0286
993.0, 918.0, 13.0, 0.0, 59.031
566.0, 394.0, 7.0, 0.0, 59.0449
696.0, 251.0, 10.0, 0.0, 59.2668
753.0, 399.0, 12.0, 0.0, 59.4692
494.0, 12.0, 3.0, 0.0, 59.5973
721.0, 221.0, 10.0, 0.0, 59.6813
326.0, 413.0, 12.0, 0.0, 59.6884
638.0, 67.0, 17.0, 0.0, 59.7
58.0, 800.0, 2.0, 0.0, 59.7923
612.0, 342.0, 16.0, 0.0, 60.0748
369.0, 308.0, 14.0, 0.0, 60.0992
