x, y, z, t, confidence
880.0, 1055.0, 16.0, 0.0, 60.319
375.0, 362.0, 17.0, 0.0, 60.887
825.0, 382.0, 17.0, 0.0, 60.9824
823.0, 520.0, 12.0, 0.0, 61.0484
1055.0, 823.0, 16.0, 0.0, 61.2793
819.0, 444.0, 15.0, 0.0, 61.2981
878.0, 747.0, 24.0, 0.0, 61.394
907.0, 657.0, 19.0, 0.0, 61.4177
702.0, 31.0, 5.0, 0.0, 61.7515
942.0, 824.0, 7.0, 0.0, 61.7988
426.0, 220.0, 21.0, 0.0, 62.0428
668.0, 245.0, 16.0, 0.0, 62.3458
658.0, 23.0, 13.0, 0.0, 62.4585
1055.0, 1025.0, 5.0, 0.0, 62.6031
800.0, 299.0, 14.0, 0.0, 62.7773
695.0, 0.0, 21.0, 0.0, 63.1812
589.0, 278.0, 18.0, 0.0, 63.2007
775.0, 0.0, 17.0, 0.0, 63.3436
817.0, 724.0, 15.0, 0.0, 63.4751
361.0, 320.0, 22.0, 0.0, 63.5379
1021.0, 877.0, 18.0, 0.0, 63.7785
854.0, 222.0, 18.0, 0.0, 64.1435
696.0, 21.0, 0.0, 0.0, 64.1717
227.0, 197.0, 10.0, 0.0, 64.2238
995.0, 1055.0, 16.0, 0.0, 64.2452
998.0, 1055.0, 7.0, 0.0, 64.4002
870.0, 255.0, 20.0, 0.0, 64.5047
262.0, 916.0, 0.0, 0.0, 64.5996
624.0, 268.0, 19.0, 0.0, 64.6312
931.0, 1055.0, 12.0, 0.0, 64.6406
707.0, 0.0, 12.0, 0.0, 64.652
705.0, 1054.0, 16.0, 0.0, 64.9159
820.0, 351.0, 17.0, 0.0, 64.9286
1054.0, 205.0, 5.0, 0.0, 64.982
796.0, 1054.0, 7.0, 0.0, 65.8507
301.0, 406.0, 15.0, 0.0, 66.0281
840.0, 184.0, 18.0, 0.0, 66.0955
544.0, 38.0, 0.0, 0.0, 66.746
770.0, 0.0, 12.0, 0.0, 66.8914
614.0, 174.0, 17.0, 0.0, 67.1271
504.0, 96.0, 20.0, 0.0, 67.2368
723.0, 972.0, 13.0, 0.0, 67.5102
849.0, 1055.0, 6.0, 0.0, 68.0079
350.0, 366.0, 12.0, 0.0, 68.4369
776.0, 969.0, 4.0, 0.0, 68.4669
649.0, 0.0, 5.0, 0.0, 68.5
649.0, 943.0, 12.0, 0.0, 68.6448
1008.0, 985.0, 22.0, 0.0, 68.8954
593.0, 109.0, 16.0, 0.0, 69.058
649.0, 107.0, 5.0, 0.0, 69.6202
735.0, 0.0, 6.0, 0.0, 69.8959
997.0, 812.0, 6.0, 0.0, 70.1464
848.0, 740.0, 18.0, 0.0, 70.1656
899.0, 849.0, 6.0, 0.0, 70.3743
872.0, 483.0, 19.0, 0.0, 70.4315
757.0, 1055.0, 4.0, 0.0, 71.4607
825.0, 303.0, 16.0, 0.0, 71.8587
796.0, 412.0, 14.0, 0.0, 71.8754
399.0, 277.0, 15.0, 0.0, 72.0393
892.0, 624.0, 17.0, 0.0, 72.0886
739.0, 32.0, 13.0, 0.0, 72.2767
806.0, 184.0, 14.0, 0.0, 72.8802
613.0, 216.0, 15.0, 0.0, 73.1096
686.0, 52.0, 5.0, 0.0, 73.1199
817.0, 967.0, 3.0, 0.0, 73.2647
789.0, 194.0, 19.0, 0.0, 73.3971
859.0, 698.0, 16.0, 0.0, 73.7047
681.0, 94.0, 6.0, 0.0, 73.9089
970.0, 365.0, 17.0, 0.0, 73.9465
498.0, 72.0, 0.0, 0.0, 73.985
1055.0, 941.0, 2.0, 0.0, 74.1524
488.0, 82.0, 5.0, 0.0, 74.5215
678.0, 181.0, 18.0, 0.0, 74.6847
919.0, 621.0, 22.0, 0.0, 74.941
895.0, 1018.0, 19.0, 0.0, 75.0845
162.0, 868.0, 0.0, 0.0, 75.1058
667.0, 211.0, 11.0, 0.0, 75.2143
975.0, 415.0, 14.0, 0.0, 75.4575
960.0, 447.0, 15.0, 0.0, 75.5386
217.0, 812.0, 4.0, 0.0, 75.7835
540.0, 61.0, 19.0, 0.0, 75.8514
983.0, 426.0, 18.0, 0.0, 75.8965
360.0, 272.0, 19.0, 0.0, 75.9323
817.0, 138.0, 19.0, 0.0, 75.934
502.0, 103.0, 12.0, 0.0, 76.0509
302.0, 191.0, 19.0, 0.0, 76.235
937.0, 403.0, 21.0, 0.0, 76.3003
928.0, 487.0, 22.0, 0.0, 76.3209
858.0, 878.0, 0.0, 0.0, 76.5328
959.0, 505.0, 14.0, 0.0, 76.5634
553.0, 113.0, 13.0, 0.0, 77.1267
581.0, 72.0, 6.0, 0.0, 77.3109
659.0, 78.0, 0.0, 0.0, 77.3764
566.0, 23.0, 6.0, 0.0, 77.685
760.0, 57.0, 9.0, 0.0, 77.764
545.0, 78.0, 0.0, 0.0, 77.8649
278.0, 231.0, 15.0, 0.0, 78.1662
770.0, 999.0, 8.0, 0.0, 78.2612
769.0, 121.0, 19.0, 0.0, 78.3573
592.0, 73.0, 15.0, 0.0, 78.4419
288.0, 273.0, 20.0, 0.0, 78.4933
983.0, 1019.0, 8.0, 0.0, 79.2791
256.0, 301.0, 17.0, 0.0, 79.2823
639.0, 1028.0, 13.0, 0.0, 80.1907
894.0, 908.0, 4.0, 0.0, 80.5601
897.0, 914.0, 0.0, 0.0, 80.5985
543.0, 107.0, 4.0, 0.0, 80.6012
651.0, 994.0, 10.0, 0.0, 80.9535
989.0, 626.0, 20.0, 0.0, 81.3821
676.0, 178.0, 14.0, 0.0, 81.3929
901.0, 1027.0, 8.0, 0.0, 81.4549
532.0, 56.0, 6.0, 0.0, 81.5997
143.0, 807.0, 0.0, 0.0, 81.8006
597.0, 38.0, 0.0, 0.0, 81.9159
602.0, 67.0, 6.0, 0.0, 82.0426
1024.0, 0.0, 0.0, 0.0, 82.1963
821.0, 238.0, 14.0, 0.0, 82.3386
851.0, 934.0, 7.0, 0.0, 82.775
780.0, 972.0, 0.0, 0.0, 82.99
694.0, 1023.0, 13.0, 0.0, 83.0725
955.0, 865.0, 4.0, 0.0, 83.572
981.0, 592.0, 16.0, 0.0, 83.6084
1028.0, 637.0, 16.0, 0.0, 83.719
997.0, 536.0, 17.0, 0.0, 83.8308
1055.0, 884.0, 0.0, 0.0, 84.79
1029.0, 1012.0, 14.0, 0.0, 85.2891
985.0, 910.0, 6.0, 0.0, 85.3454
748.0, 44.0, 3.0, 0.0, 85.632
962.0, 823.0, 0.0, 0.0, 85.7017
938.0, 887.0, 3.0, 0.0, 85.9615
879.0, 1002.0, 7.0, 0.0, 86.0113
940.0, 923.0, 5.0, 0.0, 86.3594
761.0, 153.0, 15.0, 0.0, 86.4583
941.0, 1008.0, 5.0, 0.0, 86.6605
637.0, 63.0, 4.0, 0.0, 86.9097
1032.0, 997.0, 4.0, 0.0, 86.9815
807.0, 1009.0, 2.0, 0.0, 86.9869
874.0, 533.0, 17.0, 0.0, 87.4801
603.0, 116.0, 8.0, 0.0, 87.4968
819.0, 905.0, 4.0, 0.0, 88.1768
800.0, 930.0, 3.0, 0.0, 88.4741
771.0, 1018.0, 0.0, 0.0, 88.5797
1009.0, 960.0, 0.0, 0.0, 89.0924
653.0, 29.0, 0.0, 0.0, 89.5
1029.0, 917.0, 2.0, 0.0, 90.429
1011.0, 861.0, 5.0, 0.0, 91.0619
960.0, 561.0, 18.0, 0.0, 91.0993
695.0, 56.0, 11.0, 0.0, 91.4542
959.0, 961.0, 2.0, 0.0, 91.8267
606.0, 101.0, 0.0, 0.0, 92.4475
839.0, 990.0, 0.0, 0.0, 93.936
858.0, 951.0, 0.0, 0.0, 94.4039
1041.0, 824.0, 0.0, 0.0, 94.5714
1006.0, 1036.0, 0.0, 0.0, 94.9237
990.0, 880.0, 0.0, 0.0, 95.1837
872.0, 1055.0, 0.0, 0.0, 97.9447
901.0, 1022.0, 0.0, 0.0, 100.0
